secid,date,cp_flag,index_flag,days,cusip,ticker,sic,exchange_d,class,issue_type,industry_group,delta,impl_volatility,impl_strike,impl_premium,dispersion,_1_MO,_2_MO,_3_MO,_6_MO,_1_YR,_2_YR,_3_YR,_5_YR,_7_YR,_10_YR,_30_YR,close,binomial,lsmc_np,lsmc_cl,pso_np,pso_cl,time_mc_setup,time_binomial,time_lsmc_np,time_lsmc_cl,time_pso_np,time_pso_cl
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,90,0.247185,1169.448,112.8402,0.009174,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,113.98232131659262,113.48634902362777,113.43401713516253,114.04325866699219,114.04317474365234,0.054187774658203125,0.00045108795166015625,0.04777717590332031,0.054540157318115234,1.3111190795898438,0.5164148807525635
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,85,0.242257,1191.785,93.24032,0.009215,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,94.3134272808595,93.69356411425393,93.69348607422624,94.38893127441406,94.38886260986328,0.05103278160095215,0.0002570152282714844,0.04374194145202637,0.04372596740722656,1.3218128681182861,0.525752067565918
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,75,0.23179,1224.548,66.51743,0.008245,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,67.5056031063596,67.54260041814634,67.5269632257696,67.57595825195312,67.5759048461914,0.04761004447937012,0.00025391578674316406,0.03462100028991699,0.03739500045776367,1.3148729801177979,0.5236117839813232
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,65,0.222326,1249.485,48.39927,0.006789,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,48.99353843640985,49.41860314298456,49.38482071404066,49.34468078613281,49.34461975097656,0.04793405532836914,0.00025582313537597656,0.03144192695617676,0.0350949764251709,1.3211710453033447,0.5216019153594971
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,55,0.213759,1270.59,35.0248,0.006204,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,35.78837203771896,35.77814652800579,35.76695971425531,35.84147644042969,35.84154510498047,0.04910612106323242,0.00025391578674316406,0.028157949447631836,0.03176617622375488,1.329925775527954,0.5108580589294434
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,60,0.217983,1260.369,41.25748,0.006493,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,42.198554714115815,42.09348500584553,42.10218888706559,42.134666442871094,42.134681701660156,0.04837608337402344,0.00025391578674316406,0.029381990432739258,0.03332018852233887,1.3549282550811768,0.5196127891540527
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,45,0.205394,1289.775,24.66684,0.006218,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,25.429203011326464,25.288319116517492,25.282609042466397,25.3393497467041,25.339326858520508,0.054167985916137695,0.0002601146697998047,0.02018904685974121,0.032530784606933594,1.3543822765350342,0.5296897888183594
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,80,0.236985,1209.552,78.40299,0.008839,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,79.36175921222554,78.86610762859607,78.9024401201041,79.50154113769531,79.50151062011719,0.05401182174682617,0.0002570152282714844,0.042281150817871094,0.037806034088134766,1.3663921356201172,0.5183758735656738
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,35,0.197219,1308.317,16.50951,0.005838,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,16.89919944432706,16.940441453715334,16.938858544642574,16.990957260131836,16.990982055664062,0.04826068878173828,0.0002758502960205078,0.017261028289794922,0.024614334106445312,1.3968987464904785,0.5225770473480225
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,70,0.226847,1237.68,56.68585,0.007478,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,57.674055940874446,57.63977027879061,57.65132857085954,57.69295120239258,57.692955017089844,0.04976820945739746,0.0002560615539550781,0.03607988357543945,0.03552412986755371,1.3715877532958984,0.5642480850219727
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,30,0.193018,1317.737,13.08453,0.006025,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,13.616058054393296,13.40380552492715,13.417965102545091,13.458724975585938,13.458720207214355,0.055892229080200195,0.0002639293670654297,0.014395952224731445,0.02616095542907715,1.4285643100738525,0.5572376251220703
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,25,0.188777,1327.561,10.04523,0.006145,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,10.202329409913014,10.28274171931711,10.289574018567919,10.319735527038574,10.319740295410156,0.05375504493713379,0.0003046989440917969,0.0174560546875,0.02548694610595703,1.3707683086395264,0.5299530029296875
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,40,0.201173,1299.035,20.33795,0.005908,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,20.877346972369853,20.820269334586307,20.817937697185943,20.91960334777832,20.919605255126953,0.05233263969421387,0.00026535987854003906,0.02060723304748535,0.02929830551147461,1.3548407554626465,0.5440261363983154
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,50,0.209699,1280.343,29.55018,0.006119,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,30.058237231046782,30.298647058758664,30.307096730151173,30.3028507232666,30.302797317504883,0.0582728385925293,0.00025200843811035156,0.029124975204467773,0.035021066665649414,1.4068899154663086,0.5528867244720459
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,20,0.18459,1338.196,7.365614,0.007238,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,7.694459839257219,7.520124600982881,7.520124600982881,7.5584797859191895,7.558476448059082,0.05031991004943848,0.00025200843811035156,0.009908914566040039,0.019750118255615234,1.3972737789154053,0.5234701633453369
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,15,0.180634,1350.404,5.02567,0.01074,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,5.088735781532831,5.207148388339601,5.207148388339601,5.154910564422607,5.154911994934082,0.0513002872467041,0.00025391578674316406,0.008636951446533203,0.01827716827392578,1.4144890308380127,0.5159962177276611
108105,02SEP08,C,1,30,64881510,SPX,9999,32768,,A,,10,0.178322,1366.457,3.028767,0.017637,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,3.1810218394354113,3.1495803613230255,3.1469741119548313,3.129094123840332,3.1290931701660156,0.04933786392211914,0.0002658367156982422,0.007816076278686523,0.018969058990478516,1.376626968383789,0.5278940200805664
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-10,0.263423,1163.677,4.716959,0.022462,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,4.666564768943207,4.719461631934955,4.719461631934955,4.738729000091553,4.738729953765869,0.05489301681518555,0.00027823448181152344,0.007803916931152344,0.01800394058227539,1.796377182006836,0.6811020374298096
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-15,0.253119,1188.801,7.446729,0.016266,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,7.377710459561751,7.334037544882321,7.334037544882321,7.434932708740234,7.434940814971924,0.05048203468322754,0.0002522468566894531,0.010438919067382812,0.021405935287475586,1.3735249042510986,0.5209908485412598
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-30,0.232922,1237.079,16.83964,0.008233,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,16.72378826890568,16.66450085659647,16.671520472932666,16.740943908691406,16.732664108276367,0.048693180084228516,0.00025200843811035156,0.014606714248657227,0.023437023162841797,2.2959961891174316,1.0186982154846191
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-40,0.222564,1260.396,24.13208,0.00728,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,24.03972957564963,23.80586055679436,23.75549579768464,23.963151931762695,23.963171005249023,0.0505678653717041,0.0002491474151611328,0.02071690559387207,0.02722001075744629,2.322645902633667,0.8645339012145996
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-25,0.238605,1223.525,13.50291,0.009192,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,13.397082720127518,13.316533644293292,13.306855224228984,13.436087608337402,13.436084747314453,0.052120208740234375,0.00026702880859375,0.01607799530029297,0.02330803871154785,1.9311339855194092,0.6828536987304688
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-45,0.217783,1270.826,28.13408,0.006738,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,27.85963624849061,27.785900203976663,27.787275123104923,27.887046813964844,27.887056350708008,0.057723045349121094,0.00026988983154296875,0.026626110076904297,0.03170371055603027,1.3884501457214355,0.5165340900421143
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-50,0.213411,1280.749,32.45119,0.00635,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,32.00886987514637,31.91085839551516,31.90365234237646,32.14098358154297,32.14106369018555,0.050810813903808594,0.00025391578674316406,0.028748035430908203,0.03275108337402344,1.8483867645263672,0.6917910575866699
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-55,0.209045,1290.347,37.08181,0.006148,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,36.89721552414433,36.39281634787361,36.37221070465299,36.751869201660156,36.75177764892578,0.05016493797302246,0.0002579689025878906,0.028512001037597656,0.0332179069519043,2.7119569778442383,1.0229780673980713
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-60,0.204987,1299.803,42.15343,0.005572,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,41.75380849056904,41.33866008737996,41.34645679473235,41.771915435791016,41.771888732910156,0.054723262786865234,0.0002579689025878906,0.03642773628234863,0.032668113708496094,1.3946139812469482,0.5139789581298828
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-65,0.201381,1309.345,47.82333,0.00523,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,47.37825795930774,46.98657568464904,47.01639724982584,47.329341888427734,47.32924270629883,0.05188417434692383,0.0002548694610595703,0.03445100784301758,0.034307003021240234,1.4004042148590088,0.5226092338562012
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-35,0.227647,1249.234,20.38119,0.007656,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,19.94212505988118,20.06380298277581,20.06748200006961,20.243619918823242,20.243608474731445,0.052896976470947266,0.00026702880859375,0.018027067184448242,0.02598404884338379,2.773869037628174,1.0167949199676514
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-20,0.245022,1207.891,10.36823,0.011525,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,10.165462431528002,10.228881827646358,10.228881827646358,10.335673332214355,10.335668563842773,0.04945683479309082,0.0002701282501220703,0.011768102645874023,0.020784854888916016,2.282975912094116,0.8458681106567383
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-70,0.19775,1319.13,54.14776,0.005416,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,53.86086015746908,53.19194208601825,53.29206123115099,53.57173538208008,53.57173156738281,0.04899191856384277,0.0002560615539550781,0.03647589683532715,0.03597593307495117,1.3632409572601318,0.5224318504333496
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-75,0.194182,1329.447,61.38178,0.006966,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,60.77136485966618,60.30256074374147,60.332811267813014,60.71541976928711,60.715492248535156,0.05290794372558594,0.0002522468566894531,0.04164576530456543,0.03502225875854492,2.263002872467041,0.849855899810791
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-80,0.191482,1341.0,70.22771,0.013729,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,69.90198230881933,69.16606538230691,69.17193540689195,69.4857177734375,69.48560333251953,0.04922986030578613,0.0002510547637939453,0.04189014434814453,0.03516268730163574,1.3731629848480225,0.5189549922943115
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-85,0.192486,1355.945,82.86194,0.027873,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,82.36297102231191,82.06751688898126,82.09070640107942,82.10087585449219,82.100830078125,0.051819801330566406,0.00026535987854003906,0.04350590705871582,0.035861968994140625,1.8347809314727783,0.6865012645721436
108105,02SEP08,P,1,30,64881510,SPX,9999,32768,,A,,-90,0.200102,1378.646,103.5637,0.045329,1.64,1.72,1.72,1.93,2.12,2.26,2.51,3.0,3.37,3.74,4.36,1277.58,103.33829487317243,103.12177249133227,103.13929329207319,102.92919158935547,102.92938232421875,0.04764699935913086,0.0002529621124267578,0.04224991798400879,0.038433074951171875,1.3788471221923828,0.5114419460296631
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,85,0.260217,1183.444,99.50249,0.032995,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,100.51971580652955,99.90643134137689,99.8726833361627,100.59751892089844,100.59734344482422,0.04890298843383789,0.0002541542053222656,0.04310870170593262,0.03660392761230469,1.3927631378173828,0.5157508850097656
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,75,0.238522,1220.628,68.20876,0.011762,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,69.14109667740442,69.1959984938648,69.18858093355713,69.21159362792969,69.21163177490234,0.05117297172546387,0.0002498626708984375,0.03691887855529785,0.03492307662963867,1.3942680358886719,0.517247200012207
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,65,0.226146,1246.512,49.09314,0.008211,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,49.63393094740985,50.07233796480279,50.10055460486594,49.98749542236328,49.987640380859375,0.04987001419067383,0.00026607513427734375,0.03113079071044922,0.0331273078918457,1.3413288593292236,0.5206890106201172
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,55,0.215609,1267.972,35.24405,0.007272,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,35.961045293744476,35.931944945845885,35.94653671388992,36.01547622680664,36.015480041503906,0.05223202705383301,0.0002570152282714844,0.030431032180786133,0.031820058822631836,1.3189280033111572,0.5143311023712158
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,45,0.206284,1287.223,24.71953,0.006803,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,25.444138841255665,25.305203209646734,25.300144854901415,25.353662490844727,25.353675842285156,0.05125904083251953,0.00025773048400878906,0.021750211715698242,0.027315855026245117,1.4137153625488281,0.5194680690765381
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,40,0.201642,1296.457,20.3423,0.006479,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,20.847171085586655,20.800168354288033,20.800168354288033,20.889707565307617,20.88970375061035,0.051705121994018555,0.0002551078796386719,0.017401933670043945,0.025337934494018555,1.399766206741333,0.5255920886993408
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,70,0.231924,1234.343,57.77494,0.009226,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,58.708082416099586,58.69953393085089,58.674034748557446,58.7285041809082,58.728519439697266,0.052602291107177734,0.0002570152282714844,0.03779482841491699,0.037554025650024414,1.3964920043945312,0.5196628570556641
108105,03SEP08,C,1,30,64881510,SPX,9999,32768,,A,,35,0.197434,1305.703,16.49328,0.006212,1.57,1.7,1.7,1.9,2.08,2.26,2.48,2.95,3.29,3.71,4.32,1274.98,16.853394126717173,16.90250782231153,16.90250782231153,16.943933486938477,16.943906784057617,0.05365800857543945,0.00025725364685058594,0.017531871795654297,0.02514505386352539,1.3438799381256104,0.5391929149627686
